event_id,hour,src_country,bytes_out,request_rate,failed_logins,is_anomaly
E803198,9,IN,5249.85,35.39,0,0
E803199,8,US,9091.06,19.32,0,0
E803200,9,GB,4411.51,7.2,1,0
E803201,2,IN,1968.27,13.83,0,0
E803202,17,IN,2810.59,12.14,0,0
E803203,10,US,5982.41,4.77,0,0
E803204,1,BR,5552.75,19.2,0,0
E803205,14,IN,5827.57,17.68,0,0
E803206,18,IN,1499.18,41.11,0,0
E803207,23,SG,6487.56,39.19,0,0
E803208,11,RU,2425.89,29.03,0,0
E803209,23,SG,2238.4,16.99,0,0
E803210,10,IN,5139.29,11.05,1,0
E803211,22,SG,2725.18,50.6,0,0
E803212,21,IN,11105.6,19.68,0,0
E803213,14,IN,4712.33,45.87,0,0
E803214,3,RU,5466.9,28.2,0,0
E803215,18,SG,12579.77,4.21,0,0
E803216,5,SG,3641.31,43.25,0,0
E803217,10,BR,3098.27,21.85,0,0
E803218,8,IN,9205.61,7.31,0,0
E803219,21,RU,3156.75,32.71,0,0
E803220,0,US,3289.82,23.15,0,0
E803221,8,RU,6731.65,21.1,0,0
E803222,7,IN,6402.32,9.21,0,0
E803223,8,RU,19781.01,96.13,21,1
E803224,4,BR,5589.09,16.55,0,0
E803225,11,IN,2857.01,54.15,0,0
E803226,20,IN,51599.76,4.19,0,0
E803227,2,IN,3154.44,63.12,0,0
E803228,1,IN,4257.63,29.69,0,0
E803229,17,US,8406.57,10.36,0,0
E803230,16,GB,2056.15,13.6,0,0
E803231,8,RU,4658.69,16.26,0,0
E803232,19,US,10875.34,4.37,0,0
E803233,4,SG,11145.33,16.78,0,0
E803234,6,IN,10759.16,20.57,0,0
E803235,0,RU,17503.05,52.16,0,0
E803236,21,IN,2690.97,18.44,1,0
E803237,22,IN,8186.87,9.14,1,0
E803238,13,US,5307.65,53.9,0,0
E803239,22,GB,3324.23,13.57,0,0
E803240,11,US,8874.51,9.65,0,0
E803241,23,IN,7931.99,15.62,0,0
E803242,17,US,22732.86,28.32,1,0
E803243,11,IN,1361.76,45.82,0,0
E803244,15,SG,3394.0,41.65,0,0
E803245,4,IN,6188.73,33.11,0,0
E803246,3,DE,2825.13,38.23,0,0
E803247,11,IN,3921.77,22.69,2,0
E803248,10,BR,4276.25,15.96,0,0
E803249,8,IN,6538.44,10.68,0,0
E803250,0,US,9593.32,19.51,0,0
E803251,21,IN,6737.22,31.66,1,0
E803252,8,IN,4140.37,10.98,0,0
E803253,19,IN,8786.93,15.22,0,0
E803254,14,US,3911.63,19.64,1,0
E803255,20,US,4872.42,44.59,0,0
E803256,7,BR,3901.72,18.23,0,0
E803257,20,SG,5580.84,9.03,0,0
E803258,3,IN,4800.77,20.96,0,0
E803259,17,IN,1845.28,4.65,1,0
E803260,8,US,4647.51,36.75,0,0
E803261,20,DE,12400.69,38.58,10,1
E803262,21,IN,11089.7,35.44,0,0
E803263,13,IN,3176.63,15.68,0,0
E803264,0,IN,3889.48,4.42,0,0
E803265,18,RU,9779.67,7.12,0,0
E803266,1,US,2623.43,11.71,0,0
E803267,19,US,8940.74,5.61,0,0
E803268,2,DE,5417.31,15.5,0,0
E803269,14,BR,3800.78,38.28,0,0
E803270,8,IN,5484.18,58.81,0,0
E803271,12,IN,13374.15,19.51,0,0
E803272,21,DE,3625.03,17.08,0,0
E803273,5,US,5143.37,24.68,0,0
E803274,12,IN,7510.39,14.72,0,0
E803275,5,IN,3979.98,18.59,1,0
E803276,0,US,6851.25,19.09,0,0
E803277,17,IN,3790.39,55.09,1,0
E803278,18,BR,40786.57,135.7,9,1
E803279,4,SG,2338.71,16.47,0,0
E803280,15,US,11663.49,1.44,0,0
E803281,10,IN,5270.38,22.35,0,0
E803282,18,IN,9552.05,24.54,0,0
E803283,23,IN,9150.08,18.74,0,0
E803284,17,SG,15306.32,85.09,8,1
E803285,2,US,3764.34,10.04,1,0
E803286,1,IN,4030.67,43.85,0,0
E803287,17,DE,2352.35,17.6,0,0
E803288,2,IN,3795.11,23.33,0,0
E803289,23,IN,2893.33,40.95,0,0
E803290,16,IN,2000.04,15.61,1,0
E803291,8,IN,5771.9,56.11,1,0
E803292,19,US,5954.15,7.29,0,0
E803293,4,US,5614.16,13.5,0,0
E803294,8,US,9762.73,14.85,0,0
E803295,18,US,5564.29,88.23,1,0
E803296,22,IN,1721.27,6.36,0,0
E803297,19,IN,11148.79,15.86,0,0
E803298,22,US,6337.71,11.58,0,0
E803299,17,SG,3548.57,21.56,0,0
E803300,12,IN,3983.27,13.48,0,0
E803301,13,GB,3139.84,5.55,1,0
E803302,4,IN,5863.58,25.96,0,0
E803303,1,DE,4957.46,9.72,0,0
E803304,7,IN,5739.58,28.79,0,0
E803305,21,US,1344.62,60.39,0,0
E803306,0,IN,3409.9,9.36,1,0
E803307,1,US,4285.5,37.09,0,0
E803308,14,GB,8012.29,36.39,0,0
E803309,5,SG,5210.88,20.85,0,0
E803310,4,GB,9158.78,10.31,1,0
E803311,2,IN,5804.63,43.75,2,0
E803312,6,IN,3750.08,22.7,0,0
E803313,15,IN,6469.63,42.17,0,0
E803314,21,IN,6528.75,3.33,0,0
E803315,15,RU,1088.32,13.96,0,0
E803316,21,RU,2832.18,15.46,1,0
E803317,0,US,4931.85,8.41,0,0
E803318,13,IN,4805.11,27.84,0,0
E803319,11,RU,3743.26,46.28,0,0
E803320,0,IN,3949.07,4.79,0,0
E803321,0,BR,4575.89,15.49,0,0
E803322,12,US,6018.29,39.14,0,0
E803323,19,US,4347.49,44.81,0,0
E803324,8,IN,3700.91,20.8,1,0
E803325,8,IN,4195.43,27.72,1,0
E803326,8,BR,9133.49,28.42,0,0
E803327,6,GB,2137.58,12.84,0,0
E803328,19,US,17502.95,28.28,0,0
E803329,21,IN,4552.29,9.89,0,0
E803330,10,IN,7780.82,31.51,0,0
E803331,9,IN,4739.9,30.04,0,0
E803332,2,IN,7920.54,18.67,0,0
E803333,10,IN,10869.66,17.8,2,0
E803334,18,US,2344.62,27.17,0,0
E803335,3,IN,2678.25,18.91,0,0
E803336,13,SG,2952.14,16.11,0,0
E803337,18,IN,2906.73,16.72,1,0
E803338,11,IN,2339.49,24.99,0,0
E803339,23,SG,3997.66,1.76,0,0
E803340,16,IN,31243.18,146.82,12,1
E803341,8,US,10344.03,15.56,0,0
E803342,17,IN,2931.03,23.54,0,0
E803343,8,IN,15064.54,8.03,0,0
E803344,3,BR,5165.5,13.21,0,0
E803345,13,GB,5068.48,2.9,0,0
E803346,15,US,13652.19,19.45,0,0
E803347,18,SG,4967.89,38.18,0,0
E803348,2,IN,3337.53,22.09,1,0
E803349,16,RU,19588.51,108.81,0,0
E803350,4,RU,5373.54,42.22,0,0
E803351,1,US,6015.23,12.48,0,0
E803352,18,DE,1461.96,19.9,0,0
E803353,3,RU,1357.62,21.61,0,0
E803354,22,US,3741.55,16.92,0,0
E803355,1,IN,5875.07,85.95,0,0
E803356,17,DE,4637.15,19.57,0,0
E803357,5,BR,2933.14,15.96,0,0
E803358,20,SG,6003.65,6.1,0,0
E803359,4,SG,14506.71,11.98,0,0
E803360,2,US,4660.46,60.67,0,0
E803361,15,US,3623.28,3.06,0,0
E803362,13,IN,3533.72,33.88,0,0
E803363,13,IN,2271.68,15.02,1,0
E803364,20,IN,6405.54,26.55,0,0
E803365,10,IN,7473.7,13.19,0,0
E803366,2,IN,3566.1,37.24,1,0
E803367,8,IN,14412.35,68.31,0,0
E803368,4,IN,8035.56,5.39,4,0
E803369,22,SG,24555.21,40.86,0,0
E803370,1,IN,6694.95,15.06,1,0
E803371,11,IN,2821.62,22.59,0,0
E803372,3,IN,2923.4,6.82,0,0
E803373,14,RU,7185.16,12.19,0,0
E803374,10,DE,15431.94,28.51,24,1
E803375,22,US,4535.4,29.27,0,0
E803376,1,BR,6071.25,16.31,0,0
E803377,3,IN,5150.78,28.98,0,0
E803378,9,IN,7957.89,7.62,0,0
E803379,1,SG,3428.34,56.18,1,0
E803380,19,IN,6528.61,19.71,0,0
E803381,19,BR,3465.25,69.87,2,0
E803382,5,SG,5416.61,19.95,0,0
E803383,8,IN,1641.32,8.59,1,0
E803384,7,US,4057.17,6.77,0,0
E803385,14,DE,2239.62,28.22,0,0
E803386,23,GB,3532.5,29.66,0,0
E803387,2,IN,7272.16,62.67,0,0
E803388,6,IN,6320.66,33.13,0,0
E803389,8,GB,4201.28,21.39,2,0
E803390,8,IN,5223.54,74.43,0,0
E803391,16,IN,6353.62,10.19,0,0
E803392,23,IN,4287.68,7.34,1,0
E803393,17,DE,6401.97,9.15,0,0
E803394,0,RU,4376.74,26.11,1,0
E803395,22,SG,13495.57,210.3,18,1
E803396,13,IN,9793.78,58.51,0,0
E803397,8,IN,3279.92,28.24,0,0
E803398,18,IN,1670.8,43.09,2,0
E803399,12,GB,5161.99,30.99,0,0
E803400,4,IN,8628.02,47.83,0,0
E803401,4,SG,21342.75,41.74,1,0
E803402,7,IN,9811.93,212.32,24,1
E803403,1,BR,3896.6,62.83,0,0
E803404,15,IN,6359.81,82.17,0,0
E803405,0,DE,6980.1,44.34,1,0
E803406,16,SG,2884.95,35.68,0,0
E803407,22,US,9291.68,23.64,0,0
E803408,8,US,10162.75,339.77,22,1
E803409,22,US,4116.59,19.35,0,0
E803410,5,RU,6789.68,38.21,1,0
E803411,7,IN,9178.7,15.03,0,0
E803412,5,IN,17624.95,26.12,0,0
E803413,12,GB,3496.38,48.09,1,0
E803414,19,IN,4766.13,7.3,1,0
E803415,12,IN,3428.59,8.97,2,0
E803416,9,US,6697.08,54.56,0,0
E803417,4,IN,3339.37,41.12,2,0
E803418,3,RU,3348.5,20.03,0,0
E803419,2,RU,6193.95,8.54,2,0
E803420,5,RU,3644.16,20.45,0,0
E803421,8,IN,6008.02,44.39,2,0
E803422,23,IN,4255.78,18.19,1,0
E803423,20,IN,5192.09,37.6,0,0
E803424,7,BR,7856.45,8.28,0,0
E803425,16,SG,3651.81,35.79,1,0
E803426,2,IN,3458.33,33.99,0,0
E803427,19,DE,4716.89,5.81,0,0
E803428,13,RU,6733.75,1.88,0,0
E803429,9,SG,2700.53,23.3,0,0
E803430,20,IN,5580.85,20.75,0,0
E803431,14,IN,4655.91,38.36,0,0
E803432,23,IN,2481.79,20.56,0,0
E803433,15,IN,9412.12,20.53,1,0
E803434,17,US,10019.14,6.6,1,0
E803435,22,IN,7696.77,12.42,0,0
E803436,23,US,14996.79,28.49,0,0
E803437,0,BR,6737.98,30.65,0,0
E803438,3,IN,7132.53,10.72,0,0
E803439,9,US,2109.8,18.68,0,0
E803440,10,BR,8423.92,9.64,0,0
E803441,13,IN,3650.37,6.65,0,0
E803442,12,GB,11631.6,1.69,0,0
E803443,19,RU,8348.83,40.22,0,0
E803444,16,IN,1699.12,7.28,1,0
E803445,16,IN,5025.6,13.4,0,0
E803446,23,SG,6909.57,11.41,0,0
E803447,1,DE,6162.38,5.38,0,0
E803448,6,SG,12813.82,57.69,0,0
E803449,1,IN,4389.03,31.74,0,0
E803450,9,RU,5954.5,86.72,0,0
E803451,2,GB,1154.39,67.06,0,0
E803452,15,IN,11181.21,42.22,0,0
E803453,16,IN,6719.87,21.56,0,0
E803454,12,IN,3751.99,17.86,1,0
E803455,2,IN,4075.16,24.83,0,0
E803456,15,US,5816.9,18.28,0,0
E803457,2,US,8928.45,16.47,0,0
E803458,1,IN,10142.56,18.34,0,0
E803459,3,DE,9621.74,14.2,0,0
E803460,14,US,4545.26,22.21,1,0
E803461,15,US,3766.93,6.72,0,0
E803462,9,SG,12343.46,22.0,0,0
E803463,2,RU,7164.06,10.51,1,0
E803464,16,US,5540.64,45.41,1,0
E803465,10,IN,7659.19,19.66,0,0
E803466,7,SG,12221.27,16.08,0,0
E803467,13,SG,1796.61,21.41,0,0
E803468,0,US,8810.13,11.72,0,0
E803469,7,DE,51859.22,12.45,8,1
E803470,3,IN,4760.91,16.59,1,0
E803471,2,GB,7265.75,41.58,0,0
E803472,12,US,3333.74,12.67,0,0
E803473,0,US,17812.55,16.03,0,0
E803474,13,US,28985.8,51.96,15,1
E803475,23,RU,6081.4,26.71,1,0
E803476,17,IN,6349.37,5.86,0,0
E803477,5,DE,1977.22,5.48,1,0
E803478,1,IN,5108.3,19.69,0,0
E803479,7,IN,4877.31,8.11,2,0
E803480,8,IN,3505.76,59.06,0,0
E803481,17,IN,4571.9,27.81,0,0
E803482,21,IN,3378.84,33.8,0,0
E803483,17,BR,3002.5,7.48,0,0
E803484,12,IN,13234.36,7.66,0,0
E803485,4,SG,7992.96,39.36,0,0
E803486,1,US,1658.75,7.2,0,0
E803487,0,US,4047.67,6.02,0,0
E803488,21,IN,1709.89,9.88,0,0
E803489,20,IN,4631.36,5.62,2,0
E803490,18,IN,2028.87,25.18,0,0
E803491,14,RU,15918.28,2.44,0,0
E803492,22,US,2516.53,29.61,1,0
E803493,3,RU,3619.02,23.01,0,0
E803494,15,RU,48747.14,57.37,23,1
E803495,10,US,5171.84,8.39,1,0
E803496,3,IN,4156.56,18.96,2,0
E803497,19,IN,3231.93,8.88,1,0
E803498,11,IN,9393.49,7.44,0,0
E803499,5,IN,4135.3,7.44,0,0
E803500,11,IN,4205.45,10.27,0,0
E803501,14,IN,6178.53,29.52,0,0
E803502,21,IN,6373.33,38.62,0,0
E803503,9,DE,9532.67,8.46,2,0
E803504,13,IN,5683.79,48.66,0,0
E803505,0,US,9983.25,10.69,0,0
E803506,0,IN,11631.99,21.65,0,0
E803507,3,IN,2469.32,39.82,0,0
E803508,9,GB,6633.22,32.02,0,0
E803509,20,IN,13619.14,41.2,1,0
E803510,17,IN,2051.88,53.71,1,0
E803511,12,IN,5835.66,34.23,1,0
E803512,21,US,2500.68,38.37,0,0
E803513,18,IN,8802.07,37.81,0,0
E803514,23,BR,4073.36,9.36,0,0
E803515,7,IN,7560.07,3.87,1,0
E803516,4,IN,2904.29,15.44,0,0
E803517,4,GB,8976.08,38.54,0,0
E803518,21,US,3960.42,13.03,0,0
E803519,2,IN,9939.13,11.56,0,0
E803520,15,IN,8210.93,47.24,0,0
E803521,22,IN,6000.82,11.66,0,0
E803522,21,BR,4210.03,14.19,1,0
E803523,20,IN,6003.59,10.91,0,0
E803524,15,IN,3821.96,26.64,0,0
E803525,5,GB,3761.93,15.85,0,0
E803526,4,IN,3445.87,25.54,0,0
E803527,4,IN,101864.3,160.3,5,1
E803528,2,IN,6906.66,5.94,0,0
E803529,15,SG,3161.67,12.82,2,0
E803530,11,SG,6099.85,10.02,1,0
E803531,10,IN,6774.39,11.17,0,0
E803532,20,US,2913.45,10.59,1,0
E803533,21,IN,9945.28,3.99,0,0
E803534,2,US,6870.26,16.66,0,0
E803535,18,IN,10433.38,6.28,1,0
E803536,14,IN,7849.31,12.4,1,0
E803537,18,IN,3857.85,3.2,0,0
E803538,10,IN,3861.58,39.26,0,0
E803539,2,IN,3797.16,30.45,0,0
E803540,9,IN,8913.69,7.76,1,0
E803541,14,IN,6421.61,10.44,1,0
E803542,12,IN,6083.72,6.97,0,0
E803543,8,SG,3935.61,31.39,1,0
E803544,15,SG,4507.86,11.43,0,0
E803545,14,IN,3432.43,34.58,0,0
E803546,6,US,26576.66,41.67,5,1
E803547,7,IN,5347.17,63.24,0,0
E803548,3,RU,4709.85,32.27,0,0
E803549,5,IN,3786.81,15.7,0,0
E803550,7,IN,4677.71,63.5,0,0
E803551,8,BR,6763.55,19.7,0,0
E803552,9,US,3812.98,20.86,1,0
E803553,4,IN,6701.78,31.12,1,0
E803554,8,IN,3126.69,1.42,0,0
E803555,23,US,7466.25,26.38,0,0
E803556,15,IN,7230.65,17.46,1,0
E803557,1,GB,8487.27,31.34,0,0
E803558,16,IN,8041.86,7.32,0,0
E803559,21,BR,5574.19,54.16,0,0
E803560,12,GB,8166.32,43.82,1,0
E803561,3,US,5117.39,23.12,0,0
E803562,14,BR,4855.54,22.13,0,0
E803563,0,US,6362.27,5.41,0,0
E803564,19,IN,2610.2,8.89,0,0
E803565,19,US,3420.59,6.95,0,0
E803566,9,SG,6698.82,10.9,0,0
E803567,21,IN,7848.56,44.73,0,0
E803568,1,BR,4360.09,77.18,0,0
E803569,14,IN,4894.02,14.39,0,0
E803570,16,IN,8911.3,40.98,0,0
E803571,8,GB,15216.07,20.04,0,0
E803572,20,US,7753.06,40.37,1,0
E803573,19,RU,11635.15,86.63,7,1
E803574,3,IN,5171.87,17.31,1,0
E803575,19,RU,4968.7,12.66,0,0
E803576,18,DE,17508.17,37.89,0,0
E803577,5,US,8566.55,31.61,0,0
E803578,21,BR,4860.84,13.5,0,0
E803579,4,DE,7241.68,29.6,0,0
E803580,20,IN,6045.71,26.74,1,0
E803581,8,IN,3437.34,5.7,0,0
E803582,9,US,2504.82,33.31,0,0
E803583,10,IN,5984.81,2.87,0,0
E803584,5,GB,6969.63,16.17,0,0
E803585,16,DE,3740.78,23.95,0,0
E803586,19,US,6560.2,55.4,1,0
E803587,12,SG,8254.36,50.56,0,0
E803588,14,US,3492.38,15.89,1,0
E803589,2,US,8603.42,4.36,0,0
E803590,12,US,6787.08,29.76,0,0
E803591,1,DE,5626.45,6.79,2,0
E803592,9,GB,27473.39,109.64,8,1
E803593,7,GB,29306.58,168.55,20,1
E803594,22,GB,6861.32,21.28,0,0
E803595,19,SG,5407.53,15.69,1,0
E803596,18,GB,7002.18,26.63,0,0
E803597,14,IN,4079.87,24.69,0,0
E803598,18,IN,5412.07,7.21,1,0
E803599,23,BR,18787.3,10.92,0,0
E803600,10,US,3951.45,4.14,0,0
E803601,5,RU,3842.65,4.51,0,0
E803602,5,RU,4381.61,54.65,0,0
E803603,15,GB,3279.71,3.31,1,0
E803604,16,IN,5228.3,8.23,0,0
E803605,19,RU,10665.64,27.44,1,0
E803606,20,IN,6866.11,45.68,0,0
E803607,15,RU,11994.8,72.32,0,0
E803608,8,US,3946.73,21.09,0,0
E803609,0,US,4474.86,17.87,0,0
E803610,11,IN,8647.23,57.61,3,0
E803611,2,DE,4143.99,1.57,0,0
E803612,20,RU,8441.56,78.51,0,0
E803613,22,IN,3443.87,2.58,0,0
E803614,0,US,2657.67,27.01,1,0
E803615,20,IN,14546.69,22.69,0,0
E803616,14,IN,5736.09,36.36,1,0
E803617,10,IN,9817.89,8.48,0,0
E803618,16,SG,6270.57,21.98,0,0
E803619,7,IN,4433.86,8.88,1,0
E803620,4,IN,12526.08,29.74,0,0
E803621,13,SG,2035.41,19.78,1,0
E803622,10,US,4394.18,14.72,1,0
E803623,17,US,3714.09,9.37,0,0
E803624,0,IN,7945.53,11.48,1,0
E803625,23,US,12887.95,12.76,0,0
E803626,3,IN,5965.64,15.18,1,0
E803627,12,RU,7273.04,8.24,2,0
E803628,12,IN,9698.94,23.81,0,0
E803629,4,BR,4448.79,2.17,1,0
E803630,16,IN,8484.48,14.97,0,0
E803631,1,SG,1568.28,27.98,0,0
E803632,2,US,3210.03,19.24,0,0
E803633,1,US,56312.37,29.24,9,1
E803634,6,US,6926.31,20.34,0,0
E803635,15,SG,2770.42,47.85,1,0
E803636,21,IN,4770.8,8.19,0,0
E803637,10,US,4085.68,11.33,0,0
E803638,5,IN,5015.43,29.35,0,0
E803639,15,SG,3730.49,43.44,1,0
E803640,23,IN,4386.26,19.28,0,0
E803641,19,IN,12843.28,2.75,0,0
E803642,2,DE,5909.03,76.47,0,0
E803643,13,GB,3552.95,9.26,0,0
E803644,11,SG,8198.27,21.46,1,0
E803645,7,IN,1829.81,16.73,1,0
E803646,6,IN,2062.79,38.01,0,0
E803647,3,IN,7510.06,32.76,0,0
E803648,5,IN,10974.14,17.3,1,0
E803649,12,IN,7772.23,8.45,0,0
E803650,12,IN,10278.19,25.25,0,0
E803651,13,DE,7151.25,47.42,0,0
E803652,16,IN,4173.84,4.64,0,0
E803653,19,GB,4925.2,39.75,1,0
E803654,19,IN,9144.21,38.58,0,0
E803655,23,GB,5218.72,27.79,0,0
E803656,5,GB,28016.68,177.59,14,1
E803657,10,IN,3726.41,6.24,0,0
E803658,4,IN,8801.13,52.15,0,0
E803659,8,SG,32340.2,12.33,0,0
E803660,9,IN,6119.5,47.66,0,0
E803661,21,IN,7393.74,8.28,0,0
E803662,13,BR,5204.76,5.89,0,0
E803663,10,US,7696.7,38.47,0,0
E803664,2,IN,11917.29,46.55,0,0
E803665,20,DE,19870.98,59.28,17,1
E803666,20,IN,3790.16,4.2,1,0
E803667,17,US,2357.64,10.42,2,0
E803668,20,IN,9725.39,34.53,0,0
E803669,12,IN,6050.05,23.7,0,0
E803670,5,IN,3495.81,25.81,0,0
E803671,11,GB,14411.39,12.81,0,0
E803672,16,IN,3070.02,11.96,0,0
E803673,6,IN,3538.85,6.18,0,0
E803674,12,IN,15982.32,45.35,0,0
E803675,2,RU,6942.74,55.43,0,0
E803676,23,US,13812.9,22.95,0,0
E803677,6,RU,12215.77,17.02,0,0
E803678,14,US,3117.12,52.02,0,0
E803679,22,IN,4734.3,37.88,0,0
E803680,8,IN,6431.24,10.36,1,0
E803681,4,IN,6265.42,16.35,1,0
E803682,5,RU,2370.74,21.35,0,0
E803683,17,BR,3300.65,12.13,0,0
E803684,17,IN,6570.25,23.97,0,0
E803685,3,IN,3876.52,27.03,0,0
E803686,6,BR,8060.94,11.13,0,0
E803687,6,SG,8174.28,8.51,0,0
E803688,1,IN,4160.99,27.11,2,0
E803689,9,US,3734.67,7.9,0,0
E803690,16,BR,2591.27,39.56,0,0
E803691,17,GB,15149.13,25.48,0,0
E803692,13,IN,3445.1,10.94,0,0
E803693,22,DE,4557.92,16.39,0,0
E803694,4,IN,8624.7,31.48,1,0
E803695,3,BR,7204.26,10.2,0,0
E803696,11,IN,3887.36,0.14,1,0
E803697,16,IN,5386.83,62.61,0,0
E803698,11,GB,4456.88,1.78,1,0
E803699,13,US,3850.42,25.1,0,0
E803700,1,IN,5539.06,16.08,0,0
E803701,10,DE,6909.02,32.32,0,0
E803702,13,RU,9132.87,26.99,0,0
E803703,12,US,7229.25,58.25,0,0
E803704,19,IN,3572.47,15.33,0,0
E803705,14,IN,9069.33,5.08,1,0
E803706,21,GB,2029.66,7.56,0,0
E803707,4,US,2717.94,28.32,0,0
E803708,16,BR,3418.65,42.61,0,0
E803709,16,RU,9446.74,16.87,1,0
E803710,4,IN,12450.26,51.45,0,0
E803711,15,US,2887.24,23.08,0,0
E803712,8,SG,5935.12,33.68,0,0
E803713,6,BR,5247.37,40.5,0,0
E803714,4,US,3249.22,18.51,1,0
E803715,2,RU,5784.24,5.27,1,0
E803716,22,RU,4232.97,36.12,2,0
E803717,10,GB,3554.52,37.65,1,0
E803718,12,BR,8771.73,32.09,2,0
E803719,2,DE,4072.37,7.95,1,0
E803720,1,SG,9578.89,31.98,0,0
E803721,2,IN,4335.32,13.62,1,0
E803722,17,IN,5192.37,15.47,0,0
E803723,0,GB,3039.04,29.25,0,0
E803724,19,US,7979.77,5.33,1,0
E803725,2,BR,2830.15,1.57,0,0
E803726,14,IN,3167.54,61.05,2,0
E803727,4,RU,2366.55,21.09,0,0
E803728,6,SG,6344.38,23.77,1,0
E803729,16,RU,6305.05,14.14,0,0
E803730,5,DE,7487.89,14.85,0,0
E803731,8,IN,10078.71,21.66,0,0
E803732,15,IN,8060.42,12.97,0,0
E803733,7,RU,2882.34,32.69,0,0
E803734,5,BR,4967.65,12.17,2,0
E803735,10,SG,2021.71,15.48,0,0
E803736,23,DE,7728.3,15.45,0,0
E803737,1,IN,3601.67,21.96,1,0
E803738,21,BR,7460.27,15.41,1,0
E803739,21,US,7779.16,11.88,0,0
E803740,8,IN,6126.11,16.52,0,0
E803741,20,SG,8913.63,25.48,0,0
E803742,13,IN,3614.95,9.25,1,0
E803743,3,IN,9001.85,67.29,1,0
E803744,20,SG,3548.04,14.23,0,0
E803745,13,IN,10941.36,11.03,2,0
E803746,7,DE,2621.49,30.97,0,0
E803747,22,IN,9062.48,14.87,0,0
E803748,22,IN,2438.75,8.23,1,0
E803749,23,US,2124.04,14.3,0,0
E803750,9,IN,11576.59,29.08,0,0
E803751,19,US,3115.57,25.51,0,0
E803752,13,IN,37657.03,190.23,11,1
E803753,12,IN,8790.7,14.0,0,0
E803754,22,GB,6163.99,26.46,0,0
E803755,3,IN,8769.46,19.99,0,0
E803756,19,IN,4401.29,56.75,0,0
E803757,11,US,10737.73,2.39,0,0
E803758,17,IN,52862.69,105.87,15,1
E803759,3,US,9606.92,30.93,0,0
E803760,14,SG,3705.35,15.67,0,0
E803761,2,IN,12910.8,5.56,0,0
E803762,20,US,2240.95,30.44,0,0
E803763,6,GB,4722.92,4.14,0,0
E803764,21,IN,3604.86,14.22,0,0
E803765,23,US,4726.62,29.61,0,0
E803766,20,IN,9834.57,55.55,1,0
E803767,10,US,3275.54,60.44,0,0
E803768,8,BR,17498.4,94.02,15,1
E803769,23,US,5880.01,14.15,1,0
E803770,14,IN,4755.43,51.66,0,0
E803771,9,US,5680.2,12.39,0,0
E803772,3,GB,4957.85,8.08,2,0
E803773,13,IN,6129.25,21.06,1,0
E803774,16,IN,9835.44,18.5,1,0
E803775,3,GB,2419.69,31.59,1,0
E803776,2,GB,3697.58,8.48,0,0
E803777,9,IN,3339.2,6.09,2,0
E803778,10,DE,5714.35,22.52,1,0
E803779,8,IN,3910.61,32.78,0,0
E803780,21,RU,4946.54,13.72,0,0
E803781,17,IN,204181.85,424.43,21,1
E803782,17,US,5338.83,7.69,1,0
E803783,0,GB,5432.12,2.03,0,0
E803784,17,IN,4948.0,2.91,0,0
E803785,3,DE,6339.18,49.56,2,0
E803786,6,US,8839.34,5.08,1,0
E803787,5,IN,10819.03,6.7,1,0
E803788,9,IN,9512.77,33.08,0,0
E803789,22,IN,4205.74,21.4,0,0
E803790,20,IN,2551.37,4.01,0,0
E803791,10,GB,4503.46,47.77,1,0
E803792,6,IN,13753.83,31.21,0,0
E803793,19,RU,12059.21,8.07,1,0
E803794,10,IN,7649.35,27.48,1,0
E803795,3,RU,5951.18,16.4,0,0
E803796,12,IN,7864.2,6.21,0,0
E803797,21,IN,6739.57,3.38,0,0
E803798,10,IN,4037.51,52.83,0,0
E803799,19,IN,8527.63,70.98,0,0
E803800,21,IN,2204.62,36.72,0,0
E803801,17,BR,4403.54,37.57,0,0
E803802,16,IN,22299.43,21.14,0,0
E803803,1,IN,8701.48,4.96,0,0
E803804,7,US,3688.35,31.79,0,0
E803805,23,IN,9714.14,21.43,0,0
E803806,12,IN,4254.35,38.38,0,0
E803807,0,DE,5722.15,10.11,0,0
E803808,10,US,11128.99,26.61,0,0
E803809,11,IN,5027.05,29.05,1,0
E803810,23,US,18306.08,75.24,0,0
E803811,9,IN,5990.41,60.34,0,0
E803812,6,IN,9078.62,24.86,1,0
E803813,22,IN,6936.24,25.57,0,0
E803814,16,IN,1968.93,46.38,0,0
E803815,22,US,4944.98,7.32,0,0
E803816,22,IN,16538.38,24.56,0,0
E803817,7,RU,9369.26,5.18,0,0
E803818,20,SG,3987.05,19.81,0,0
E803819,21,GB,5298.06,8.55,0,0
E803820,1,GB,6424.23,10.81,0,0
E803821,22,IN,11979.76,36.38,0,0
E803822,13,IN,8916.36,15.98,1,0
E803823,17,SG,7536.31,3.41,0,0
E803824,23,RU,112323.24,133.66,22,1
E803825,19,RU,6855.33,32.1,0,0
E803826,3,US,10095.61,19.5,0,0
E803827,6,RU,5550.32,8.85,0,0
E803828,7,BR,3531.72,6.27,0,0
E803829,11,RU,62449.3,157.61,19,1
E803830,0,US,6977.96,13.3,0,0
E803831,23,IN,4932.42,21.61,0,0
E803832,3,RU,8130.64,10.85,0,0
E803833,12,DE,13452.54,18.47,1,0
E803834,3,IN,4215.98,20.2,0,0
E803835,20,US,3601.46,11.2,0,0
E803836,8,US,9800.32,25.94,0,0
E803837,15,IN,1903.36,33.98,0,0
